자치구,행정동,성별,연령대,총인구수,1인가구수,데이터 사용량,평일 총 이동 횟수 미추정 인구수,평일 총 이동 횟수,휴일 이동 미추정 인구수,휴일 총 이동 횟수 평균,평일 총 이동 거리 미추정 인구수,평일 총 이동 거리 합계,휴일 총 이동 거리 미추정 인구수,휴일 총 이동 거리 합계,지하철 이용 미추정 인구수,지하철이동일수 합계,게임 서비스 사용 미추정 인구수,게임 서비스 사용일수,금융 서비스 사용 미추정 인구수,금융 서비스 사용일수,쇼핑 서비스 사용 미추정 인구수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용 미추정 인구수,동영상/방송 서비스 사용일수,유튜브 사용 미추정 인구수,유튜브 사용일수,넷플릭스 사용 미추정 인구수,넷플릭스 사용일수,배달 서비스 사용 미추정 인구수,배달 서비스 사용일수,배달_브랜드 서비스 사용 미추정 인구수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용 미추정 인구수,배달_식재료 서비스 사용일수
강남구,개포2동,1,50,3881,311,11.200000000000001,188,110.9,314,40.6,203,3169.9,358,1406.0,346,42.5,126,127.30000000000001,374,225.7,330,206.3,666,57.1,69,-0.1,2487,-1.5,3088,17.1,3742,11.5,3853,5.1
강남구,개포2동,1,60,1372,328,5.4,97,78.4,221,31.7,134,1934.1,290,865.2,263,31.9,74,97.9,370,91.6,340,98.5,497,38.7,55,-0.6,1211,-1.7999999999999998,1319,16.7,1364,18.3,1372,0.0
강남구,개포2동,2,20,2320,254,15.4,94,53.8,129,24.7,116,1125.8,164,683.1,162,23.5,62,73.7,97,129.7,65,191.3,153,43.0,21,0.2,515,-0.30000000000000004,547,21.1,2176,5.5,2255,3.4
강남구,개포2동,2,30,2817,298,12.9,129,52.099999999999994,153,24.8,159,1034.8000000000002,237,713.7,261,21.1,77,66.5,105,159.3,83,272.8,184,44.0,17,0.0,742,-0.30000000000000004,625,21.0,2550,7.5,2701,3.4
강남구,개포2동,2,40,3354,314,7.6,170,50.0,196,22.3,246,957.1,297,618.5,404,17.6,90,68.69999999999999,193,153.4,123,252.0,369,36.3,53,-0.1,1469,-0.7,1083,17.4,3077,7.699999999999999,3278,3.4
강남구,개포2동,2,50,4093,356,5.6,200,76.3,339,31.8,300,1606.1,493,965.6,560,26.1,120,96.8,359,152.7,262,220.9,908,38.3,68,-0.4,2814,-1.5,3012,18.7,3996,7.8,4051,5.1
강남구,개포2동,2,60,1719,507,2.7,196,49.5,424,23.0,297,943.3,590,559.7,575,19.1,140,83.8,669,65.6,551,96.8,814,28.5,107,-0.8,1555,-1.9,1655,14.3,1710,7.5,1705,5.1
강남구,개포4동,1,20,1518,161,29.6,102,52.4,128,24.700000000000003,126,1167.2,177,722.2,219,20.200000000000003,20,135.5,63,172.2,56,169.0,124,61.8,9,0.6,443,-0.4,358,26.299999999999997,1351,6.1,1494,3.4
강남구,개포4동,1,30,1850,420,24.6,150,65.6,189,26.6,161,1683.1,191,872.9000000000001,219,25.2,73,117.7,176,250.60000000000002,143,262.4,196,62.9,40,0.30000000000000004,500,-0.30000000000000004,429,27.700000000000003,1539,7.6,1832,3.4
강남구,개포4동,1,40,1783,258,14.399999999999999,143,67.3,215,25.3,166,1821.3000000000002,231,870.5,241,25.200000000000003,69,110.2,245,212.4,177,225.5,281,48.6,46,0.0,713,-0.5,917,18.8,1605,8.1,1768,3.4
강남구,개포4동,1,50,2320,258,12.4,147,104.4,218,40.6,184,2938.4,231,1371.2,294,38.3,83,132.7,285,212.2,250,216.60000000000002,446,59.400000000000006,57,-0.1,1530,-1.5,1803,18.0,2226,9.0,2307,3.4
강남구,개포4동,1,60,891,133,5.3,77,71.4,150,29.5,104,1754.6,186,835.2,226,28.9,62,100.3,279,95.1,265,99.2,341,38.5,53,-0.6,788,-1.7999999999999998,844,16.5,883,11.700000000000001,886,3.4
강남구,개포4동,2,20,1556,177,19.299999999999997,71,49.7,97,24.700000000000003,106,1119.7,132,712.3,136,19.5,13,75.6,39,139.8,36,211.7,78,45.2,4,0.30000000000000004,290,-0.2,269,23.8,1453,6.3,1513,3.4
강남구,개포4동,2,30,1719,355,15.0,124,52.400000000000006,118,24.2,168,1049.4,161,767.6,223,18.799999999999997,62,71.3,84,177.8,65,276.6,125,50.3,19,0.1,508,-0.30000000000000004,365,23.9,1535,6.6,1648,3.4
강남구,개포4동,2,40,2013,280,9.2,138,50.4,178,21.7,188,935.3,231,644.7,355,16.4,83,77.30000000000001,130,157.10000000000002,95,251.6,268,40.9,42,-0.1,864,-0.6,732,18.0,1839,7.8,1961,3.4
강남구,개포4동,2,50,2541,305,7.1,182,74.6,251,32.0,250,1520.9,332,952.8,516,24.3,69,102.2,257,164.6,209,217.9,587,41.4,33,-0.30000000000000004,1823,-1.5,1969,17.4,2485,13.3,2516,5.1
강남구,개포4동,2,60,1123,224,3.0999999999999996,155,49.6,285,21.6,281,925.6,408,542.1,452,18.1,103,81.8,474,73.3,414,99.1,593,26.9,91,-1.0,1011,-1.7999999999999998,1075,26.4,1118,5.9,1121,1.7
강남구,논현1동,1,20,2017,1088,38.2,178,45.7,232,23.799999999999997,234,1210.0,288,804.9000000000001,275,21.6,54,133.10000000000002,134,201.1,119,209.1,182,68.3,40,0.5,375,-0.1,282,37.4,1770,7.8,1968,3.4
강남구,논현1동,1,30,3038,1813,26.9,373,53.5,445,25.0,451,1275.9,507,847.0,535,22.299999999999997,199,118.80000000000001,376,248.4,346,255.79999999999998,438,64.4,117,0.30000000000000004,886,-0.30000000000000004,665,36.4,2642,8.600000000000001,2938,3.4
강남구,논현1동,1,40,1812,759,17.1,284,52.1,368,22.7,324,1380.0,409,815.0,383,21.9,163,108.2,357,201.7,304,230.2,422,53.3,114,-0.1,830,-0.7,817,30.5,1641,8.8,1787,3.4
강남구,논현1동,1,50,1849,367,14.0,240,85.4,298,36.7,309,2451.2,365,1317.0,352,37.0,139,133.3,321,209.60000000000002,275,237.3,442,63.7,92,-0.30000000000000004,1275,-1.5,1353,30.0,1786,13.399999999999999,1834,5.1
강남구,논현1동,1,60,1073,195,6.9,145,65.7,224,29.799999999999997,196,1705.0,254,841.8,221,36.1,72,102.6,348,95.6,352,119.7,400,41.1,62,-0.5,929,-1.7999999999999998,1016,28.0,1060,5.5,1070,3.4
강남구,논현1동,2,20,2773,1559,27.8,185,47.2,198,23.6,243,1017.2,253,798.3,261,20.0,65,86.5,113,178.2,95,258.4,169,57.5,25,0.4,419,0.0,301,37.7,2607,6.5,2645,3.4
강남구,논현1동,2,30,3528,2037,20.200000000000003,336,47.2,428,21.5,464,925.9,525,724.6,554,18.6,207,85.8,328,203.8,279,292.5,402,57.2,137,0.1,958,-0.30000000000000004,622,33.0,3281,7.4,3368,3.4
강남구,논현1동,2,40,1698,729,12.7,204,46.400000000000006,246,19.9,289,917.3,367,626.8,372,18.6,111,89.0,187,177.2,155,263.8,292,46.8,81,-0.2,744,-0.6,595,25.6,1579,7.3,1632,3.4
강남구,논현1동,2,50,2278,464,9.2,308,67.3,402,30.1,437,1402.0,555,941.2,507,27.9,135,114.6,351,174.5,273,254.39999999999998,636,49.3,97,-0.30000000000000004,1583,-1.5,1669,30.6,2221,10.2,2262,5.1
강남구,논현1동,2,60,1327,291,6.1,237,49.099999999999994,378,22.0,350,1110.8,465,627.4,404,22.7,115,96.0,496,81.3,448,138.2,614,36.4,96,-0.7000000000000001,1171,-1.7999999999999998,1181,39.4,1315,12.6,1318,5.1
강남구,논현2동,1,20,1524,577,35.9,130,47.6,145,24.9,146,1191.2,176,794.5999999999999,149,22.0,47,132.3,129,200.7,107,203.4,136,68.19999999999999,30,0.5,285,-0.1,284,34.6,1299,6.0,1493,3.4
강남구,논현2동,1,30,2388,1181,26.6,273,55.9,348,26.6,327,1313.2,385,865.7,372,23.7,196,112.7,357,245.0,300,246.60000000000002,391,64.2,123,0.30000000000000004,700,-0.30000000000000004,599,34.8,2114,7.5,2345,3.4
강남구,논현2동,1,40,1769,469,18.4,218,57.400000000000006,261,25.1,248,1477.0,295,837.7,295,22.9,133,106.8,327,217.7,270,245.6,392,55.8,95,-0.1,778,-0.6,770,26.5,1573,8.0,1745,3.4
강남구,논현2동,1,50,1831,256,12.7,217,89.1,276,39.2,250,2455.3,297,1330.7,288,38.1,140,124.6,348,214.89999999999998,299,225.8,442,61.5,87,-0.30000000000000004,1186,-1.4,1406,28.9,1758,13.2,1812,5.1
강남구,논현2동,1,60,1222,144,6.7,142,71.1,220,31.0,198,1766.1,268,849.8,216,38.2,79,100.8,374,97.80000000000001,360,114.3,443,43.0,65,-0.5,1082,-1.7999999999999998,1151,26.0,1217,7.5,1215,3.4
강남구,논현2동,2,20,2007,799,25.0,118,45.7,145,24.299999999999997,168,1096.8,184,787.9,167,21.0,60,77.7,86,161.6,64,251.9,113,54.6,24,0.4,321,0.0,211,32.400000000000006,1902,6.1,1916,3.4
강남구,논현2동,2,30,2828,1305,16.6,261,48.9,313,23.4,353,937.2,377,725.0999999999999,368,19.0,147,76.69999999999999,253,190.0,184,284.7,311,54.5,88,0.0,738,-0.30000000000000004,525,30.7,2637,6.6,2754,3.4
강남구,논현2동,2,40,1808,463,11.0,168,45.3,207,21.1,261,898.4000000000001,287,668.8,282,17.5,96,80.0,205,169.7,154,262.7,294,46.400000000000006,42,-0.2,798,-0.7,595,23.9,1697,7.3,1756,3.4
강남구,논현2동,2,50,2261,351,8.3,283,72.3,349,31.799999999999997,384,1502.3,469,935.5,414,28.200000000000003,134,106.80000000000001,318,173.6,231,260.8,557,46.0,79,-0.30000000000000004,1537,-1.5,1580,26.2,2226,10.6,2237,5.1
강남구,논현2동,2,60,1310,189,3.6,185,50.3,316,22.9,297,1083.5,437,650.8,328,22.2,111,88.4,491,69.0,413,102.2,580,29.5,76,-0.8,1160,-1.7999999999999998,1220,23.700000000000003,1310,0.0,1309,1.7
강남구,대치1동,1,20,937,30,29.5,50,46.2,82,22.5,65,1195.3,118,710.0,84,22.1,20,134.4,44,157.3,36,162.3,46,58.900000000000006,9,0.5,210,-0.2,256,24.9,838,7.0,926,3.4
강남구,대치1동,1,30,560,41,22.9,59,66.2,76,28.6,61,1818.8,87,849.4,92,30.0,35,116.69999999999999,68,228.7,56,233.1,72,64.19999999999999,20,0.2,162,-0.30000000000000004,165,23.6,457,9.100000000000001,553,3.4
강남구,대치1동,1,40,2157,31,14.100000000000001,158,75.0,198,27.3,169,2132.8999999999996,206,904.0999999999999,228,31.6,121,107.6,288,224.2,241,232.5,314,53.7,79,0.0,718,-0.4,1021,16.9,1928,8.5,2120,3.4
강남구,대치1동,1,50,2193,41,13.3,91,115.1,145,42.7,92,3231.7,167,1517.7,152,45.8,76,129.8,224,230.0,187,217.8,307,61.599999999999994,44,0.0,1219,-1.2,1594,22.9,2090,11.9,2187,5.1
강남구,대치1동,1,60,813,51,5.5,69,77.6,145,30.4,93,1926.1,184,826.4,141,33.7,32,97.7,219,102.3,198,84.0,293,37.9,28,-0.4,674,-1.7999999999999998,778,12.8,811,5.0,810,3.4
강남구,대치1동,2,20,1047,34,18.1,42,48.8,69,23.7,46,1062.6,99,663.7,69,22.6,20,77.3,58,120.5,32,193.8,72,46.6,10,0.2,196,-0.2,228,22.8,1003,6.5,1025,3.4
강남구,대치1동,2,30,794,52,15.7,36,52.2,53,24.3,66,981.4000000000001,71,658.9,96,22.299999999999997,32,68.1,51,177.4,38,278.8,55,52.4,8,0.1,163,-0.1,133,22.4,728,8.3,756,3.4
강남구,대치1동,2,40,2816,36,8.4,218,43.099999999999994,243,20.4,350,978.8,351,637.8,466,17.3,105,72.0,175,152.9,121,258.7,286,39.0,44,0.0,1006,-0.5,726,20.299999999999997,2563,6.800000000000001,2733,3.4
강남구,대치1동,2,50,1882,39,6.6,126,67.2,219,30.1,184,1679.6999999999998,268,976.5999999999999,283,24.5,90,94.5,184,154.5,103,241.39999999999998,397,41.8,46,-0.4,1138,-1.5,1209,19.7,1833,7.7,1860,3.4
강남구,대치1동,2,60,772,58,2.8,83,46.1,180,22.299999999999997,123,1056.6,251,619.7,223,16.9,49,84.0,294,56.7,207,96.7,368,25.6,31,-0.7,669,-1.7999999999999998,735,15.7,769,2.8,770,1.7
강남구,대치2동,1,20,2931,177,28.5,213,46.7,271,23.2,266,1121.7,348,703.9000000000001,343,21.8,49,129.5,160,164.39999999999998,138,164.8,199,59.0,40,0.4,725,-0.2,834,24.299999999999997,2565,6.8,2882,3.4
강남구,대치2동,1,30,1638,232,23.9,150,59.1,206,26.5,174,1530.4,238,875.5,220,26.4,103,118.4,190,240.7,179,248.7,225,61.7,56,0.30000000000000004,501,-0.4,448,28.7,1374,7.8,1608,3.4
강남구,대치2동,1,40,3534,113,16.3,289,68.4,386,26.1,315,2005.0,410,888.1,379,29.6,183,113.9,441,238.7,360,254.7,541,59.0,129,0.1,1370,-0.5,1709,19.7,3106,8.6,3500,3.4
강남구,대치2동,1,50,4829,65,12.899999999999999,268,110.5,392,41.3,303,3126.9,425,1458.4,369,45.3,222,130.6,521,235.79999999999998,446,221.8,737,61.400000000000006,143,-0.2,2746,-1.3,3631,18.7,4580,11.100000000000001,4787,5.1
강남구,대치2동,1,60,1622,131,5.5,122,75.3,271,30.0,185,1891.5,339,836.4,275,35.0,86,97.7,426,97.5,424,100.8,573,38.3,63,-0.6,1379,-1.7999999999999998,1533,20.9,1611,7.1,1620,3.4
강남구,대치2동,2,20,2528,171,20.0,123,48.900000000000006,158,24.1,170,1086.0,213,687.5,195,22.200000000000003,56,76.6,102,140.2,84,204.9,171,48.099999999999994,18,0.2,507,-0.2,548,24.299999999999997,2373,6.0,2432,3.4
강남구,대치2동,2,30,1895,241,16.299999999999997,123,52.3,143,23.8,181,1070.9,197,713.9,197,22.4,68,76.1,118,195.6,96,298.0,176,55.7,46,0.1,517,-0.30000000000000004,363,26.3,1748,6.5,1831,3.4
강남구,대치2동,2,40,4748,135,9.4,319,43.7,427,20.1,559,946.9,623,606.2,647,17.5,174,71.5,275,164.5,210,263.6,535,41.6,107,-0.1,1888,-0.5,1461,20.2,4377,7.3,4658,3.4
강남구,대치2동,2,50,4569,66,6.7,219,69.7,370,30.7,351,1613.9,563,1016.7,529,25.599999999999998,141,94.80000000000001,310,155.3,227,223.6,849,38.1,75,-0.30000000000000004,2897,-1.5,3100,19.9,4435,8.8,4490,5.1
강남구,대치2동,2,60,1741,181,2.7,175,44.0,418,20.0,317,953.0,590,553.2,481,18.0,100,78.2,617,56.1,498,90.0,809,24.8,72,-0.7000000000000001,1549,-1.7999999999999998,1659,17.6,1732,5.0,1738,3.4
강남구,대치4동,1,20,1621,503,31.400000000000002,137,42.2,169,21.2,179,1104.0,224,752.0,222,20.1,32,128.0,104,184.60000000000002,78,180.60000000000002,118,58.5,18,0.4,345,-0.2,371,28.8,1441,7.0,1583,3.4
강남구,대치4동,1,30,1652,913,25.4,186,50.3,240,24.3,244,1350.7,256,890.0999999999999,253,22.0,93,126.5,196,253.5,161,250.1,223,62.9,53,0.30000000000000004,495,-0.30000000000000004,404,33.5,1395,7.9,1615,3.4
강남구,대치4동,1,40,1839,472,16.7,234,58.3,283,23.5,271,1729.5,315,871.8,334,25.4,125,112.2,283,219.1,238,241.5,351,55.7,86,0.0,788,-0.5,898,24.1,1632,7.6,1824,3.4
강남구,대치4동,1,50,1768,263,14.8,174,90.0,248,36.1,217,2706.6,285,1352.7,288,38.7,115,128.4,247,221.3,251,227.6,337,62.2,78,-0.2,1135,-1.5,1313,26.3,1677,9.2,1759,5.1
강남구,대치4동,1,60,743,123,6.6,117,62.2,209,27.099999999999998,150,1714.6,237,825.1,195,33.1,64,101.4,255,106.4,232,101.80000000000001,283,34.1,44,-0.6,648,-1.7999999999999998,697,27.5,740,3.4,743,0.0
강남구,대치4동,2,20,1801,587,21.7,93,44.400000000000006,108,21.8,117,1039.9,160,761.8,154,20.1,43,82.0,72,153.0,56,223.5,134,50.0,23,0.2,341,-0.2,336,29.8,1667,6.5,1734,3.4
강남구,대치4동,2,30,2251,1190,18.6,217,46.0,254,21.6,318,937.0,326,733.8,378,19.0,102,81.8,205,203.3,152,281.9,246,53.3,75,0.1,624,-0.4,473,29.299999999999997,2078,7.1,2165,3.4
강남구,대치4동,2,40,2391,593,11.0,280,41.8,366,18.7,413,957.0999999999999,463,636.3,493,17.0,131,79.4,248,167.5,192,263.3,383,42.5,68,-0.2,1102,-0.6,899,22.3,2190,7.0,2338,3.4
강남구,대치4동,2,50,1893,302,9.2,231,63.0,318,27.6,349,1460.2,410,938.9,446,25.9,78,105.0,207,177.2,179,247.89999999999998,468,48.8,51,-0.30000000000000004,1320,-1.5,1313,25.9,1845,6.0,1859,5.1
강남구,대치4동,2,60,915,183,6.4,168,43.1,297,22.3,251,980.0999999999999,357,638.2,322,20.9,73,91.9,351,87.2,328,122.6,448,35.6,51,-0.7000000000000001,807,-1.7999999999999998,843,32.1,906,8.9,910,3.4
강남구,도곡1동,1,20,1412,186,34.900000000000006,90,48.7,102,23.5,106,1153.7,158,709.3,167,20.0,38,137.2,89,186.7,75,188.60000000000002,95,66.0,22,0.6,337,-0.2,335,27.4,1200,7.199999999999999,1381,3.4
강남구,도곡1동,1,30,1614,364,26.7,126,62.9,159,26.299999999999997,141,1730.0,178,865.9,172,27.3,82,125.2,146,256.9,134,256.1,172,68.80000000000001,44,0.30000000000000004,418,-0.30000000000000004,365,28.200000000000003,1329,8.399999999999999,1565,3.4
강남구,도곡1동,1,40,1682,153,16.799999999999997,154,66.0,188,24.2,158,1887.0,215,794.5,214,26.9,81,114.1,221,238.10000000000002,156,254.8,258,59.1,54,0.1,632,-0.5,750,19.4,1462,8.3,1669,3.4
강남구,도곡1동,1,50,2302,124,13.2,143,102.1,209,39.3,188,2890.3,249,1343.8,284,38.8,81,126.5,253,219.4,199,218.2,352,61.7,67,-0.1,1375,-1.3,1802,21.9,2215,12.5,2287,5.1
강남구,도곡1동,1,60,994,100,5.2,73,71.3,150,28.700000000000003,99,1874.6000000000001,201,833.3,186,30.6,55,99.4,286,91.8,271,90.3,334,37.0,43,-0.6,865,-1.7999999999999998,966,18.6,993,1.7,993,1.7
강남구,도곡1동,2,20,1655,234,19.7,111,49.9,111,24.2,133,1158.8,139,731.8,155,20.7,37,79.6,57,145.0,25,214.2,73,47.900000000000006,10,0.2,338,-0.2,319,24.8,1542,6.2,1590,3.4
강남구,도곡1동,2,30,1801,353,15.8,110,46.900000000000006,159,22.4,176,1050.1,235,714.5,235,19.4,66,74.8,132,195.4,94,289.9,163,51.7,33,0.1,451,-0.30000000000000004,373,25.8,1613,8.8,1712,3.4
강남구,도곡1동,2,40,1888,152,9.3,130,45.400000000000006,178,20.5,234,914.7,252,609.3,346,15.9,71,70.9,111,163.2,92,264.2,187,39.900000000000006,35,-0.1,756,-0.6,574,19.1,1707,6.8,1842,3.4
강남구,도곡1동,2,50,2437,136,7.0,187,66.2,259,28.8,291,1552.3,364,885.2,449,22.0,74,97.0,203,157.8,174,244.3,504,42.5,40,-0.30000000000000004,1665,-1.5,1683,18.2,2369,9.7,2408,5.1
강남구,도곡1동,2,60,1087,139,3.5,157,43.6,298,20.7,235,982.8000000000001,404,602.7,386,18.1,96,84.6,385,74.2,348,101.3,506,29.6,72,-0.8,949,-1.7999999999999998,1022,24.0,1081,12.5,1084,3.4
강남구,도곡2동,1,20,1644,55,27.9,84,50.7,113,25.1,121,1199.3,173,723.4000000000001,150,22.0,31,133.2,92,168.89999999999998,68,174.5,97,58.900000000000006,13,0.5,331,-0.2,358,23.5,1503,6.7,1623,3.4
강남구,도곡2동,1,30,1797,142,22.8,150,66.6,194,27.5,165,1757.6,217,857.3,216,28.1,110,113.8,233,244.2,162,247.39999999999998,259,61.4,51,0.2,475,-0.30000000000000004,483,25.4,1465,9.2,1766,3.4
강남구,도곡2동,1,40,3018,149,15.200000000000001,222,73.2,292,27.6,227,2005.5,305,922.5,317,28.799999999999997,181,112.5,419,226.3,314,242.7,443,57.3,130,0.1,1052,-0.4,1370,20.6,2669,9.5,2974,3.4
강남구,도곡2동,1,50,3478,122,12.3,178,114.4,266,43.3,203,3212.1,297,1512.3,287,42.7,138,127.30000000000001,350,224.0,293,224.4,552,61.4,87,0.0,1866,-1.2,2558,21.799999999999997,3321,12.5,3441,5.1
강남구,도곡2동,1,60,1669,187,5.3,120,82.4,233,31.2,159,2106.6,321,928.8,264,32.1,83,102.30000000000001,402,100.30000000000001,393,96.9,556,37.6,58,-0.4,1334,-1.7,1580,17.3,1660,8.0,1666,3.4
강남구,도곡2동,2,20,1998,70,18.7,78,50.7,91,25.0,86,1086.6,118,691.5,137,21.8,32,73.6,65,126.19999999999999,51,198.6,109,47.5,10,0.2,338,-0.2,412,23.6,1886,6.3,1927,3.4
강남구,도곡2동,2,30,2341,160,14.299999999999999,123,47.9,196,24.3,194,995.2,236,696.8,268,19.5,103,70.5,160,168.6,127,279.9,203,49.1,49,0.1,620,-0.30000000000000004,445,24.200000000000003,2163,7.800000000000001,2279,3.4
강남구,도곡2동,2,40,3592,160,9.5,248,44.4,302,21.0,456,949.7,403,615.9000000000001,577,15.7,94,70.3,201,153.8,145,271.29999999999995,331,40.7,64,0.0,1292,-0.5,904,20.1,3295,7.199999999999999,3510,3.4
강남구,도곡2동,2,50,3518,138,6.8999999999999995,235,70.3,349,32.1,306,1744.4,499,1047.4,504,24.4,118,97.7,323,157.70000000000002,205,241.8,628,42.400000000000006,59,-0.30000000000000004,2148,-1.4,2297,20.0,3436,9.5,3487,5.1
강남구,도곡2동,2,60,1653,227,3.6,149,48.0,328,22.4,248,1052.4,499,634.4,478,17.9,82,83.3,528,67.7,423,109.6,694,28.7,49,-0.6,1414,-1.9,1551,14.3,1649,3.4,1646,3.4
강남구,삼성1동,1,20,1021,132,32.6,70,52.0,89,25.6,89,1296.5,111,794.3,94,24.8,23,126.80000000000001,70,186.0,51,186.60000000000002,74,61.3,16,0.6,206,-0.1,232,27.8,880,6.9,1007,3.4
강남구,삼성1동,1,30,1121,261,25.1,105,60.7,140,28.5,120,1447.8,143,894.0999999999999,124,27.3,69,114.4,139,247.5,124,246.9,157,67.9,49,0.30000000000000004,330,-0.30000000000000004,303,31.5,914,8.4,1098,3.4
강남구,삼성1동,1,40,1089,129,16.4,115,66.6,153,27.3,118,1777.1,162,920.2,139,28.1,98,106.9,191,224.3,145,242.8,220,56.8,62,0.0,452,-0.5,529,23.0,982,9.8,1079,1.7
강남구,삼성1동,1,50,1539,112,12.1,145,103.1,188,43.0,169,3013.8,208,1536.4,170,44.5,89,125.30000000000001,229,213.7,189,221.5,316,58.8,65,-0.30000000000000004,897,-1.2,1143,21.1,1477,10.899999999999999,1529,5.1
강남구,삼성1동,1,60,954,111,6.0,71,79.7,158,33.2,95,1981.5,208,956.4,116,40.5,62,100.1,270,95.10000000000001,281,93.7,337,36.6,46,-0.4,819,-1.7999999999999998,899,19.6,951,6.7,951,3.4
강남구,삼성1동,2,20,929,129,21.8,48,51.5,57,25.200000000000003,57,1143.4,74,727.8,63,24.299999999999997,34,78.9,43,152.7,28,231.3,49,50.3,18,0.30000000000000004,152,-0.1,162,27.9,860,6.300000000000001,871,3.4
강남구,삼성1동,2,30,1190,243,15.8,94,49.3,113,23.8,124,968.0,149,761.7,123,20.9,70,69.9,84,172.7,73,276.9,126,51.4,37,0.1,331,-0.30000000000000004,232,26.5,1094,7.4,1125,3.4
강남구,삼성1동,2,40,1337,148,9.7,128,47.5,162,21.4,175,939.7,213,638.9,188,19.2,78,68.6,135,151.7,117,252.0,201,39.5,46,-0.2,598,-0.6,477,19.3,1227,7.1,1308,3.4
